dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1825-11-01,26.554,1.727,Rangoon,Burma,16.87N,95.44E
1825-12-01,24.081,1.554,Rangoon,Burma,16.87N,95.44E
1826-01-01,23.78,1.606,Rangoon,Burma,16.87N,95.44E
1826-02-01,24.248,1.886,Rangoon,Burma,16.87N,95.44E
1826-03-01,28.508000000000000,1.615,Rangoon,Burma,16.87N,95.44E
1826-04-01,29.974,2.298,Rangoon,Burma,16.87N,95.44E
1826-05-01,29.821000000000000,1.679,Rangoon,Burma,16.87N,95.44E
1826-06-01,27.001,1.965,Rangoon,Burma,16.87N,95.44E
1826-07-01,26.667,1.274,Rangoon,Burma,16.87N,95.44E
1826-08-01,25.594,1.319,Rangoon,Burma,16.87N,95.44E
1826-09-01,25.968000000000000,1.794,Rangoon,Burma,16.87N,95.44E
1826-10-01,26.359,1.912,Rangoon,Burma,16.87N,95.44E
1826-11-01,26.745,1.399,Rangoon,Burma,16.87N,95.44E
1826-12-01,25.794,2.324,Rangoon,Burma,16.87N,95.44E
1827-01-01,25.02,2.419,Rangoon,Burma,16.87N,95.44E
1827-02-01,26.142,1.504,Rangoon,Burma,16.87N,95.44E
1827-03-01,29.171,1.861,Rangoon,Burma,16.87N,95.44E
1827-04-01,30.612,2.648,Rangoon,Burma,16.87N,95.44E
1827-05-01,29.262000000000000,2.202,Rangoon,Burma,16.87N,95.44E
1827-06-01,27.564,1.821,Rangoon,Burma,16.87N,95.44E
1827-07-01,26.849,1.317,Rangoon,Burma,16.87N,95.44E
1827-08-01,26.228,1.3260000000000000,Rangoon,Burma,16.87N,95.44E
1827-09-01,25.716000000000000,1.171,Rangoon,Burma,16.87N,95.44E
1827-10-01,26.189,1.26,Rangoon,Burma,16.87N,95.44E
1827-11-01,26.628,1.46,Rangoon,Burma,16.87N,95.44E
1827-12-01,23.916,2.935,Rangoon,Burma,16.87N,95.44E
1828-01-01,22.59,2.41,Rangoon,Burma,16.87N,95.44E
1828-02-01,24.688000000000000,2.079,Rangoon,Burma,16.87N,95.44E
1828-03-01,28.704,1.963,Rangoon,Burma,16.87N,95.44E
1828-04-01,29.663,1.917,Rangoon,Burma,16.87N,95.44E
1828-05-01,29.032000000000000,2.256,Rangoon,Burma,16.87N,95.44E
1828-06-01,28.222,1.964,Rangoon,Burma,16.87N,95.44E
