dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1856-01-01,1.6840000000000000,1.945,Kabul,Afghanistan,34.56N,70.05E
1856-02-01,3.475,2.237,Kabul,Afghanistan,34.56N,70.05E
1856-03-01,7.973000000000000,2.138,Kabul,Afghanistan,34.56N,70.05E
1856-04-01,13.621000000000000,2.023,Kabul,Afghanistan,34.56N,70.05E
1856-05-01,19.767,2.302,Kabul,Afghanistan,34.56N,70.05E
1856-06-01,24.277000000000000,1.79,Kabul,Afghanistan,34.56N,70.05E
1856-07-01,25.767,1.49,Kabul,Afghanistan,34.56N,70.05E
1856-08-01,23.851,1.497,Kabul,Afghanistan,34.56N,70.05E
1856-09-01,19.789,1.676,Kabul,Afghanistan,34.56N,70.05E
1856-10-01,13.914000000000000,1.5760000000000000,Kabul,Afghanistan,34.56N,70.05E
1856-11-01,7.701,1.771,Kabul,Afghanistan,34.56N,70.05E
1856-12-01,3.8,1.851,Kabul,Afghanistan,34.56N,70.05E
1857-01-01,1.443,2.099,Kabul,Afghanistan,34.56N,70.05E
1857-02-01,2.161,2.193,Kabul,Afghanistan,34.56N,70.05E
1857-03-01,7.458000000000000,2.082,Kabul,Afghanistan,34.56N,70.05E
1857-04-01,12.756000000000000,2.103,Kabul,Afghanistan,34.56N,70.05E
1857-05-01,19.283,2.157,Kabul,Afghanistan,34.56N,70.05E
1857-06-01,23.266,1.608,Kabul,Afghanistan,34.56N,70.05E
1857-07-01,25.442000000000000,1.386,Kabul,Afghanistan,34.56N,70.05E
1857-08-01,24.273000000000000,1.53,Kabul,Afghanistan,34.56N,70.05E
1857-09-01,20.34,1.69,Kabul,Afghanistan,34.56N,70.05E
1857-10-01,13.592,1.801,Kabul,Afghanistan,34.56N,70.05E
1857-11-01,7.489000000000000,1.947,Kabul,Afghanistan,34.56N,70.05E
1857-12-01,3.212,1.839,Kabul,Afghanistan,34.56N,70.05E
1858-01-01,1.818,2.518,Kabul,Afghanistan,34.56N,70.05E
1858-02-01,3.446,2.185,Kabul,Afghanistan,34.56N,70.05E
1858-03-01,7.9770000000000000,2.264,Kabul,Afghanistan,34.56N,70.05E
1858-04-01,14.835,2.115,Kabul,Afghanistan,34.56N,70.05E
1858-05-01,20.153,2.286,Kabul,Afghanistan,34.56N,70.05E
1858-06-01,24.34,1.7820000000000000,Kabul,Afghanistan,34.56N,70.05E
1858-07-01,25.716,1.449,Kabul,Afghanistan,34.56N,70.05E
1858-08-01,23.798000000000000,1.389,Kabul,Afghanistan,34.56N,70.05E
1858-09-01,19.624000000000000,1.602,Kabul,Afghanistan,34.56N,70.05E
1858-10-01,14.444,1.749,Kabul,Afghanistan,34.56N,70.05E
1858-11-01,9.745,1.836,Kabul,Afghanistan,34.56N,70.05E
1858-12-01,2.121,1.994,Kabul,Afghanistan,34.56N,70.05E
1859-01-01,1.37,2.092,Kabul,Afghanistan,34.56N,70.05E
1859-02-01,3.5260000000000000,2.22,Kabul,Afghanistan,34.56N,70.05E
1859-03-01,8.723000000000000,2.087,Kabul,Afghanistan,34.56N,70.05E
1859-04-01,15.215,2.092,Kabul,Afghanistan,34.56N,70.05E
1859-05-01,20.182000000000000,2.202,Kabul,Afghanistan,34.56N,70.05E
1859-06-01,24.794,1.846,Kabul,Afghanistan,34.56N,70.05E
1859-07-01,26.091,1.374,Kabul,Afghanistan,34.56N,70.05E
1859-08-01,23.869,1.3230000000000000,Kabul,Afghanistan,34.56N,70.05E
1859-09-01,20.508000000000000,1.5720000000000000,Kabul,Afghanistan,34.56N,70.05E
1859-10-01,15.275,1.6670000000000000,Kabul,Afghanistan,34.56N,70.05E
1859-11-01,8.633000000000000,2.006,Kabul,Afghanistan,34.56N,70.05E
1859-12-01,2.702,2.484,Kabul,Afghanistan,34.56N,70.05E
1860-01-01,0.998,1.991,Kabul,Afghanistan,34.56N,70.05E
1860-02-01,3.1460000000000000,2.151,Kabul,Afghanistan,34.56N,70.05E
1860-03-01,5.373000000000000,2.343,Kabul,Afghanistan,34.56N,70.05E
1860-04-01,13.673,2.197,Kabul,Afghanistan,34.56N,70.05E
1860-05-01,20.604,2.131,Kabul,Afghanistan,34.56N,70.05E
1860-06-01,24.596,1.6910000000000000,Kabul,Afghanistan,34.56N,70.05E
1860-07-01,26.287,1.429,Kabul,Afghanistan,34.56N,70.05E
1860-08-01,24.736,1.412,Kabul,Afghanistan,34.56N,70.05E
1860-09-01,20.97,1.621,Kabul,Afghanistan,34.56N,70.05E
1860-10-01,14.677,1.665,Kabul,Afghanistan,34.56N,70.05E
1860-11-01,7.817000000000000,2.039,Kabul,Afghanistan,34.56N,70.05E
1860-12-01,0.5540000000000000,2.003,Kabul,Afghanistan,34.56N,70.05E
1861-01-01,-0.792,2.086,Kabul,Afghanistan,34.56N,70.05E
1861-02-01,2.0580000000000000,2.151,Kabul,Afghanistan,34.56N,70.05E
1861-03-01,7.557000000000000,2.164,Kabul,Afghanistan,34.56N,70.05E
1861-04-01,14.016000000000000,2.106,Kabul,Afghanistan,34.56N,70.05E
1861-05-01,19.813,2.209,Kabul,Afghanistan,34.56N,70.05E
1861-06-01,23.781,1.845,Kabul,Afghanistan,34.56N,70.05E
1861-07-01,26.13,1.47,Kabul,Afghanistan,34.56N,70.05E
1861-08-01,24.269000000000000,1.35,Kabul,Afghanistan,34.56N,70.05E
1861-09-01,20.222,1.543,Kabul,Afghanistan,34.56N,70.05E
1861-10-01,13.956,1.656,Kabul,Afghanistan,34.56N,70.05E
1861-11-01,9.163,1.936,Kabul,Afghanistan,34.56N,70.05E
1861-12-01,3.42,1.99,Kabul,Afghanistan,34.56N,70.05E
